Comp_OID,Symbolic_name,CodingSystemName,SubmitterFirst,SubmitterLast,Submitter_Email,Submitter2,Contact_person_desc,Contact_person_address,Contact_person_phone,Contact_person_email,Contact_person_info,Resp_body_name,Resp_body_address,Resp_body_phone,Resp_body_email,Resp_body_URL,Resp_body_Type,Resp_body_oid,External_OID_flag,externalOIDsubType,replacedBy,Oid_Type,assignment_status,AA_OID,AA_description,Object_description,Date_begun,Date_finalized,Entry_Timestamp,T396mnemonic,Preferred_Realm
2.16.840.1.113883.3.5313,labyrinth,Labyrinth Production - Marco Venditti,Marco,Venditti,masked,,Marco Venditti,,3920890412,masked,Owner,Labyrinth Production - Marco Venditti,,3920890412,marco.venditti@fastwebnet.it,,Prof Soc,,Int,,,3,Complete,,HL7 International,Root OID for Labyrinth Production - Marco Venditti.,5/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:40,,UV
2.16.840.1.113883.3.1070.5807,mckesson-fusion-5807,mckesson-fusion-5807,Harry,Callier,masked,,Fusion enrollment,,8775074541,masked,,Fusion Enrollment,,,harry.callier@mckesson.com,,Vendor,2.16.840.1.113883.3.1070,Ext,,,17,Complete,2.16.840.1.113883.3.1070.5807,mckesson-fusion,mckesson-fusion-5807,5/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:37,,US
2.16.840.1.113883.3.5314,ralphzagha,ralphzagha,Ralph,Zagha,masked,,Ralph Zagha,,954-652-0246,masked,,Ralph Zagha,"2951 NW 49th Ave Suite 207Lauderdal Lakes, FL 33313-1637",954-652-0246,frankelets@yahoo.com,,Provider,,Int,,,3,Complete,,HL7 International,Ralph Zagha Root OID.,5/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:43,,UV
2.16.840.1.113883.17.3986,rc-OID,RosieConnect,Jodi,Funderburk,masked,,Jodi Funderburk,"7330 Fern AveSuite 1102Shreveport, LA 71105",3182296670,masked,CTO,Eric Morris,"7330 Fern AveSuite 1102Shreveport, LA",6017900873,emorris@rosieconnect.com,http://www.rosieconnect.com,Prof Soc,,Int,,,17,Complete,,HL7 International,RosieConnect Integration Identifier,5/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:46,,UV
2.16.840.1.113883.4.814,dea,DEA Number,Ryan,Stewart,masked,,Ryan Stewart,,408-753-2214,masked,,DEA Office of Diversion Control,"8701 Morrissette DriveSpringfield, VA 22152",,ODLP@usdoj.gov,http://www.deadiversion.usdoj.gov,Govt body,,Int,,,4,Complete,,U.S. Drug Enforcement Administration ,"A DEA number is a number assigned to a health care provider (such as a medical practitioner, dentist, or veterinarian) by the U.S. Drug Enforcement Administration allowing them to write prescriptions for controlled substances. Legally, the DEA number is solely to be used for tracking controlled substances. It is often used by the industry, however, as a general ""prescriber number"" that is a unique identifier for anyone who can prescribe medication.",5/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:49,,UV
2.16.840.1.113883.3.5315,nhps,Norwalk Hospital Physicians and Surgeons,Justin,Carroll,masked,,Justin Carroll,"34 Maple Street Norwalk, CT 06856",2038522801,masked,,Norwalk Hospital Physician and Surgeons,"24 Stevens StreetNorwalk, CT 06856",2038522801,justin.carroll@norwalkhealth.org,,Provider,,Int,,,3,Complete,,,We were told we need an OID for our EMR vendor to complete build for secure direct trust email through a hisp for government meaningful use.,5/06/2014 12:00,12/11/2014 12:00,12/11/2014 2:10,,UV
2.16.840.1.113883.3.5316,hwhipert,hwhipert,Holly ,Whipert,masked,,Holly Whipert,,(732) 560-0490,masked,,Holly Whipert,"101 E Union AveBound Brook, NJ 08805",(732) 560-0490,hwhipert@gmail.com,,Provider,,Int,,,3,Complete,,HL7 International,Holly Whipert Root OID.,5/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:53,,UV
2.16.840.1.113883.3.963.6.1.14,mercyHospitalBooneville,mercyHospitalBooneville,Brett,DiNovi,masked,,Brett DiNovi,,3143652581,masked,Application Developer,Mercy Health System,"3637 Geyer RdSunset Hills, MO 63127",,MISDEpicInterface@Mercy.Net,,Provider,2.16.840.1.113883.3.963,Ext,,,17,Complete,2.16.840.1.113883.3.963.6.1.14,Mercy Health System,Facility specific OID for Mercy Hospital Booneville.,5/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:55,,UV
2.16.840.1.113883.3.963.6.1.15,mercyHospitalHotSprings,mercyHospitalHotSprings,Brett,DiNovi,masked,,Brett DiNovi,,3143642581,masked,Application Developer,Mercy Health System,"3637 Geyer RdSunset Hills, MO 63127",,MISDEpicInterface@Mercy.Net,,Provider,2.16.840.1.113883.3.963,Ext,,,17,Complete,2.16.840.1.113883.3.963.6.1.15,Mercy Health System,Facility specific OID for Mercy Hospital Hot Springs.,5/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:56,,UV
2.16.840.1.113883.3.963.4.1.7,mercyHospitalLoveCounty,mercyHospitalLoveCounty,Brett,DiNovi,masked,,Brett DiNovi,,3143642581,masked,Application Developer,Mercy Health System,"3637 Geyer RdSunset Hills, MO 63127",,MISDEpicInterface@Mercy.Net,,Provider,2.16.840.1.113883.3.963,Ext,,,17,Complete,2.16.840.1.113883.3.963.4.1.7,Mercy Health System,Facility specific OID for Mercy Hospital Love County.,5/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:59,,UV
2.16.840.1.113883.3.963.4.1.8,mercyHospitalAda,mercyHospitalAda,Brett,DiNovi,masked,,Brett DiNovi,,3143642581,masked,Application Developer,Mercy Health System,"3637 Geyer RdSunset Hills, MO 63127",,MISDEpicInterface@Mercy.Net,,Provider,2.16.840.1.113883.3.963,Ext,,,17,Complete,2.16.840.1.113883.3.963.4.1.8,Mercy Health System,Facility specific OID for Mercy Hospital Ada.,5/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:00,,UV
2.16.840.1.113883.3.963.4.1.9,mercyHospitalKingfisher,mercyHospitalKingfisher,Brett,DiNovi,masked,,Brett DiNovi,,3143642581,masked,Application Developer,Mercy Health System,"3637 Geyer RdSunset Hills, MO 63127",,MISDEpicInterface@Mercy.Net,,Provider,2.16.840.1.113883.3.963,Ext,,,17,Complete,2.16.840.1.113883.3.963.4.1.9,Mercy Health System,Facility specific OID for Mercy Hospital Kingfisher.,5/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:01,,UV
2.16.840.1.113883.3.5317,ceie,CareEvolve Root OID,Rita,Hung,masked,,Philippe Flamant,"481 Edward H. Ross DriveElmwood Park, NJ  07407",888-322-5222,masked,Managing Director,CareEvolve,"481 Edward H. Ross DriveElmwood Park, NJ  07407",888-322-5222,support@careevolve.com,http://www.careevolve.com,Vendor,,Int,,,3,Complete,,,Root OID for CareEvolve,5/06/2014 12:00,12/11/2014 12:00,12/11/2014 2:17,,UV
2.16.840.1.113883.3.5318,mhmdpc,MAZHER HUSSAIN MD PC(OWNER),MAZHER,HUSSAIN,masked,RENEE HARVEY,RENEE HARVEY,"4206 PONTIAC LAKE ROADWATERFORD, MI 48328",248-742-1638,masked,OFFICE MANAGER,MAZHER HUSSAIN MD PC,"4206 PONTIAC LAKE ROADWATERFORD, MI 48328",248-742-1638,ADVPAINCENTER@YAHOO.COM,,Provider,,Int,,,3,Complete,,,PHYSICIAN OFFICE,5/06/2014 12:00,12/11/2014 12:00,12/11/2014 2:16,,UV
2.16.840.1.113883.3.5319,dac,Syndromic Surveillance Data,Andrea,Spence,masked,,Andrea Spence,,3133890648,masked,Center  Manager,Dialysis Access Center,"16507 Southfield Allen Park, MI48101",3133890648,andrea.spence@rmslifeline.com,,Provider,,Int,,,3,Complete,,,submission of the Syndromic Surveillance Data for Meaningful Use,5/06/2014 12:00,12/11/2014 12:00,12/11/2014 2:14,,UV
2.16.840.1.113883.3.5073.99,paragon99-holzer,McKesson Paragon for Holzer,Shari,Garnes,masked,,Shari Garnes,"100 Jackson Pike Gallipolis, OH 45631",740-446-5000,masked,LIS Analyst,Shari Garnes,"100 Jackson PikeGallipolis, OH 45631",740-446-5000,sgarnes@holzer.org,http://holzer.org,Provider,2.16.840.1.113883.3.5073,Ext,,,14,Complete,2.16.840.1.113883.3.5073.99,Holzer Node Paragon,This is a node for McKesson Paragon used at Holzer Health System for our Holzer root OID.  ,5/06/2014 12:00,4/08/2014 12:00,4/08/2014 6:40,,UV
2.16.840.1.113883.3.5073.99.88,allscripts88-holzer,GE Allscripts for Holzer,Shari,Garnes,masked,,Shari Garnes,"100 Jackson Pike Gallipolis, OH 45631",740-446-5000,masked,LIS Analyst,Shari Garnes,,740-446-5000,sgarnes@holzer.org,http://holzer.org,Provider,2.16.840.1.113883.3.5073,Ext,,,14,Complete,2.16.840.1.113883.3.5073.99.88,Holzer Node Allscripts,Secondary GE Allscripts Holzer node for Holzer Health System.,5/06/2014 12:00,4/08/2014 12:00,4/08/2014 6:41,,UV
2.16.840.1.113883.3.5073.88,geallscripts88-holzer,Node for GE ALLSCRIPTS for Holzer Health system,Shari,Garnes,masked,,Shari Garnes,"100 Jackson Pike Gallipolis, OH 45631",740-446-5000,masked,LIS Analyst,Shari Garnes,,740-446-5000,sgarnes@holzer.org,http://holzer.org,Provider,2.16.840.1.113883.3.5073,Ext,,,14,Complete,2.16.840.1.113883.3.5073.88,Holzer Node Allscripts,This is the Holzer node for GE Allscripts primary use.,5/06/2014 12:00,4/08/2014 12:00,4/08/2014 6:42,,UV
2.16.840.1.113883.3.5073.77,laboratory77-holzer,Node for Department of Laboratory Medicine for Holzer Health system,Shari,Garnes,masked,,Shari Garnes,"100 Jackson PikeGallipolis, OH 45631",740-446-5000,masked,LIS Analyst,Holzer Health System,,740-446-5000,sgarnes@holzer.org,http://holzer.org,Provider,2.16.840.1.113883.3.5073,Ext,,,14,Complete,2.16.840.1.113883.3.5073.77,Holzer Health System,This is the Holzer node identifying Holzer Department of Laboratory Medicine.,5/06/2014 12:00,4/08/2014 12:00,4/08/2014 6:45,,UV
2.16.840.1.113883.3.5320,rchOID,Russell County Hospital,Michael,Logan,masked,,Angie Hargis,"153 Dowell Rd.Russell Springs, KY 42642",270-866-8861 x-503,masked,Clinical Analyst,Russell County Hospital,"153 Dowell Rd.Russell Springs, KY 42642",270-866-4141,rchis@russellcohospital.org,http://www.russellcohospital.org,Provider,,Int,,,3,Complete,,,Russell County Hospital Patient Portal,5/06/2014 12:00,12/11/2014 12:00,12/11/2014 2:20,,UV
2.16.840.1.113883.3.1097.9.90770105,lsmcp,Lung and Sleep Medicine Center Pontiac,Melissa ,Mele,masked,,Vicky Fox,"44555 Woodward Ave Ste 301Pontiac, MI 48341",248-556-5582,masked,Office Manager,Beaumont Health System,"3601 W. Thirteen Mile Road, Royal Oak, MI, 48073",248-898-5000,OID_Id_Registry@beaumont.edu,http://www.beaumont.edu/,Provider,2.16.840.1.113883.3.1097,Ext,,,17,Complete,2.16.840.1.113883.3.1097.9.90770105,Beaumont Health System,OID for Lung and Sleep Medicine Center Pontiac,5/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:08,,UV
2.16.840.1.113883.4.815,ca-FQM,Federation quebecoise des massotherapeutes,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Federation quebecoise des massotherapeutes,"4428 Boulevard Saint-Laurent #400, Montr&#233;al, QC H2W 1Z5",514 597-0505,administration@fqm.qc.ca,http://www.fqm.qc.ca,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique identifier for federation quebecoise des massotherapeutes.,5/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:14,,UV
2.16.840.1.113883.3.1381.1.3.12443,genFamMedOK,Generations Family Medical Clinic LLC,Jennifer,Dalton,masked,,Jennifer Dalton,,4018543345,masked,,Generations Family Medical Clinic,,,Jenn.Dalton@Optum.com,,Provider,2.16.840.1.113883.3.1381,Ext,,,17,Complete,2.16.840.1.113883.3.1381.1.3.12443,Optum,Identifier for Generations Family Medical Clinic LLC.,6/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:20,,UV
2.16.840.1.113883.3.5321,michiganbrainandspine,"Michigan Brain and Spine Surgery Center, Lucia Zamorano, MD, PLC",Lindsay,Gietzen,masked,Lucia Zamorano,Lindsay Gietzen,"2004 Hazel StreetBirmingham, MI  48009",248-723-2477,masked,Physician Assistant,Michigan Brain and Spine Surgery Center,"2004 Hazel StreetBirmingham, MI  48009",248-723-2477,lgietzen@luciazamorano.com,,Provider,,Int,,,3,Complete,,,"Michigan Brain and Spine Surgery CenterLucia Zamorano, MD, PLC",6/06/2014 12:00,12/11/2014 12:00,12/11/2014 2:21,,UV
2.16.840.1.113883.3.5322,walnutlakeobgyn,Walnut Lake Ob/Gyn PLLC OID Root,Jamie,DeMara,masked,,Jamie DeMara,"2300 Haggerty Rd Ste 2070West Bloomfield, MI 48323",248 926-2020,masked,Office Manager,"Walnut Lake Ob/Gyn, PLLC","2300 Haggerty Rd Ste 2070West Bloomfield, MI 48323",248 926-2020,jamie@walnutlakeobgyn.com,https://www.walnutlakeobgyn.com,Provider,,Int,,,3,Complete,,,Walnut Lake Ob/Gyn PLLC Root OID,6/06/2014 12:00,12/11/2014 12:00,12/11/2014 2:21,,UV
2.16.840.1.113883.3.5323,alh,Alice Hyde Medical Center Public Health Lab Reporting,Shannon,Legacy,masked,amccarthy@alicehyde.com,Shannon Legacy,133 Park StreetMalone NY 12953,518-483-3000,masked,IT Manager,Alice Hyde Medical Center,133 Park StreetMalone NY 12953,518-483-3000,slegacy@alicehyde.com,http://alicehyde.com,Provider,2.16.840.1.113883.3.2073,Int,,,3,Complete,,HL7 International,Root OID for Alice Hyde Medical Center Public health Lab Reporting.,6/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:23,,US
2.16.840.1.113883.3.5324,michaelsalesin,Michael Salesin MD PLC OID Root,Jamie,DeMara,masked,,Jamie DeMara,"2300 Haggerty Rd Ste 2070West Bloomfield, MI 48323",248 926-2020,masked,Office Manager,"Michael Salesin, MD, PLC","2300 Haggerty Rd Ste 2070West Bloomfield, MI 48323",248 926-2020,jamie@walnutlakeobgyn.com,https://www.walnutlakeobgyn.com,Provider,,Int,,,3,Complete,,,Michael Salesin MD PLC Root OID,6/06/2014 12:00,12/11/2014 12:00,12/11/2014 2:24,,UV
2.16.840.1.113883.3.5325,cmhor,Columbia Memorial Hospital,Carina,Terance,masked,,Carina,"2111 Exchange St. Astoria, OR 97103",5033254321,masked,IT Manager,Columbia Memorial Hospital,"2111 Exchange St. Astoria, OR 97103",503-325-4321,info@columbiamemorial.org,,Provider,,Int,,,3,Complete,,,Columbia Memorial Hospital. Root OID,6/06/2014 12:00,12/11/2014 12:00,12/11/2014 2:23,,UV
2.16.840.1.113883.3.5326,seo,"Jean M Lim Optometry, Inc. dba Seaside Eyecare Optometry",Jean ,Lim,masked,,Jean Lim O.D.,"638 Camino de los Mares, Suite A120San Clemente, CA 92673",949-493-2269,masked,President,"Jean M Lim Optometry, Inc","638 Camino de los Mares, Suite A120San Clemente, CA 92637",949-493-2269,customerservice@seasideeyecare.com,http://www.seasideeyecare.com,Provider,,Int,,,3,Complete,,,"Optometry practice and optical in San Clemente, CA",6/06/2014 12:00,12/11/2014 12:00,12/11/2014 2:25,,UV
2.16.840.1.113883.3.3823.1010012,hfhn-CLINIC,HFHN HENRY FORD CLINIC,Allison ,Nanni,masked,,Allison Nanni,"3031 W Grand BlvdSuite 750Detroit, MI 48202",313-870-6255,masked,Helios - Revenue Cycle Mgmt,Henry Ford Health System,"3031 W Grand BlvdSuite 750Detroit, MI 48202",313-870-6255,ananni1@hfhs.org,,Provider,2.16.840.1.113883.3.3823,Ext,,,17,Complete,2.16.840.1.113883.3.3823.1010012,Henry Ford Health System,Identifier for Henry Ford Health System Ambulatory Clinic.,6/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:26,,UV
2.16.840.1.113883.3.3823.101011,hfhn-CLINTONOAKS,HFHN CLINTON OAKS BEHAVIORAL HEALTH SERVICES,Allison,Nanni,masked,,Allison Nanni,"3031 W Grand BlvdSuite 750Detroit, MI 48202",313-870-6255,masked,Helios - Revenue Cycle Mgmt,Henry Ford Health System,"One Ford PlaceSuite 2a, 2A30Detroit, MI 48202",313-870-6255,ananni1@hfhs.org,,Provider,2.16.840.1.113883.3.3823,Ext,,,17,Complete,2.16.840.1.113883.3.3823.101011,Henry Ford Health System,HFHN CLINTON OAKS BEHAVIORAL HEALTH SERVICES,6/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:28,,UV
2.16.840.1.113883.3.3823.101026,hfhn-MWR,HFHN MACOMB WARREN REHAB,Allison,Nanni,masked,,Allison Nanni,"3031 W Grand BlvdSuite 750Detroit, MI 48202",313-870-6255,masked,Helios - Revenue Cycle Mgmt,Henry Ford Health System,"One Ford PlaceSuite 2a, 2A30Detroit, MI 48202",313-870-6255,ananni1@hfhs.org,,Provider,2.16.840.1.113883.3.3823,Ext,,,17,Complete,2.16.840.1.113883.3.3823.101026,Henry Ford Health System,Identifier for Henry Ford Health System Macomb Warren Rehab.,6/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:30,,UV
2.16.840.1.113883.3.3823.101034,hfhn-SOUTHLND,HFHN SOUTHLAND,Allison,Nanni,masked,,Allison Nanni,"3031 W Grand BlvdSuite 750Detroit, MI 48202",313-870-6255,masked,Helios - Revenue Cycle Mgmt,Henry Ford Health System,"3031 W Grand BlvdSuite 750Detroit, MI 48202",313-870-6255,ananni1@hfhs.org,,Provider,2.16.840.1.113883.3.3823,Ext,,,17,Complete,2.16.840.1.113883.3.3823.101034,Henry Ford Health System,Identifier for Henry Ford Health System Southland.,6/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:32,,UV
2.16.840.1.113883.3.3823.1050012,hfwy-wyancl,HFWY WYANDOTTE CLINIC,Allison,Nanni,masked,,Allison Nanni,"3031 W Grand BlvdSuite 750Detroit, MI 48202",313-870-6255,masked,Helios - Revenue Cycle Mgmt,Henry Ford Health System,"One Ford PlaceSuite 2a, 2A30Detroit, MI 48202",313-870-6255,ananni1@hfhs.org,,Provider,2.16.840.1.113883.3.3823,Ext,,,17,Complete,2.16.840.1.113883.3.3823.1050012,Henry Ford Health System,HFWY WYANDOTTE CLINIC,6/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:34,,UV
2.16.840.1.113883.3.3823.105006,hfwy-BARSUR,HFWY BARIATRIC SURGERY,Allison,Nanni,masked,,Allison Nanni,HFWY BARIATRIC SURGERY,313-870-6255,masked,Helios - Revenue Cycle Mgmt,Henry Ford Health System,"One Ford PlaceSuite 2a, 2A30Detroit, MI 48202",313-870-6255,ananni1@hfhs.org,,Provider,2.16.840.1.113883.3.3823,Ext,,,17,Complete,2.16.840.1.113883.3.3823.105006,Henry Ford Health System,HFWY BARIATRIC SURGERY,6/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:36,,UV
2.16.840.1.113883.3.3823.105012,hfwy-OBGYN,HFWY OB GYN,Allison,Nanni,masked,,Allison Nanni,"3031 W Grand BlvdSuite 750Detroit, MI 48202",313-870-6255,masked,Helios - Revenue Cycle Mgmt,Henry Ford Health System,"One Ford PlaceSuite 2a, 2A30Detroit, MI 48202",313-870-6255,ananni1@hfhs.org,,Provider,2.16.840.1.113883.3.3823,Ext,,,17,Complete,2.16.840.1.113883.3.3823.105012,Henry Ford Health System,HFWY OB GYN,6/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:38,,UV
2.16.840.1.113883.3.3823.106007,hfm-SHBYMALL,HFM SHELBY MALL,Allison,Nanni,masked,,Allison Nanni,"3031 W Grand BlvdSuite 750Detroit, MI 48202",313-870-6255,masked,Helios - Revenue Cycle Mgmt,Henry Ford Health System,"One Ford PlaceSuite 2a, 2A30Detroit, MI 48202",313-870-6255,ananni1@hfhs.org,,Provider,2.16.840.1.113883.3.3823,Ext,,,17,Complete,2.16.840.1.113883.3.3823.106007,Henry Ford Health System,HFM SHELBY MALL,6/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:40,,UV
2.16.840.1.113883.3.3823.106011,hfm-BEHMEDGA,HFM BEHAV MED OPD GARFIELD,Allison,Nanni,masked,,Allison Nanni,"3031 W Grand BlvdSuite 750Detroit, MI 48202",313-870-6255,masked,Helios - Revenue Cycle Mgmt,Henry Ford Health System,"One Ford PlaceSuite 2a, 2A30Detroit, MI 48202",313-870-6255,ananni1@hfhs.org,,Provider,2.16.840.1.113883.3.3823,Ext,,,17,Complete,2.16.840.1.113883.3.3823.106011,Henry Ford Health System,HFM BEHAV MED OPD GARFIELD,6/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:43,,UV
2.16.840.1.113883.3.3823.106013,hfm-EASTRID,HFM EASTRIDGE,Allison,Nanni,masked,,Allison Nanni,"3031 W Grand BlvdSuite 750Detroit, MI 48202",313-870-6255,masked,Helios - Revenue Cycle Mgmt,Henry Ford Health System,"One Ford PlaceSuite 2a, 2A30Detroit, MI 48202",313-870-6255,ananni1@hfhs.org,,Provider,2.16.840.1.113883.3.3823,Ext,,,17,Complete,2.16.840.1.113883.3.3823.106013,Henry Ford Health System,HFM EASTRIDGE,6/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:43,,UV
2.16.840.1.113883.3.3823.106014,hfm-HARMET,HFM HARPER METRO,Allison,Nanni,masked,,Allison Nanni,"3031 W Grand BlvdSuite 750Detroit, MI 48202",313-870-6255,masked,Helios - Revenue Cycle Mgmt,Henry Ford Health System,"One Ford PlaceSuite 2a, 2A30Detroit, MI 48202",313-870-6255,ananni1@hfhs.org,,Provider,2.16.840.1.113883.3.3823,Ext,,,17,Complete,2.16.840.1.113883.3.3823.106014,Henry Ford Health System,HFM HARPER METRO,6/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:45,,UV
2.16.840.1.113883.3.3823.106017,hfm-MOP,HFM MEDICAL OFFICE PAVILION,Allison,Nanni,masked,,Allison Nanni,"3031 W Grand BlvdSuite 750Detroit, MI 48202",313-870-6255,masked,Helios - Revenue Cycle Mgmt,Henry Ford Health System,"One Ford PlaceSuite 2a, 2A30Detroit, MI 48202",313-870-6255,ananni1@hfhs.org,,Provider,2.16.840.1.113883.3.3823,Ext,,,17,Complete,2.16.840.1.113883.3.3823.106017,Henry Ford Health System,HFM MEDICAL OFFICE PAVILION,6/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:55,,UV
2.16.840.1.113883.3.3823.106018,hfm-REDDING,HFM REDDING,Allison,Nanni,masked,,Allison Nanni,"3031 W Grand BlvdSuite 750Detroit, MI 48202",313-870-6255,masked,Helios - Revenue Cycle Mgmt,Henry Ford Health System,"One Ford PlaceSuite 2a, 2A30Detroit, MI 48202",313-870-6255,ananni1@hfhs.org,,Provider,2.16.840.1.113883.3.3823,Ext,,,17,Complete,2.16.840.1.113883.3.3823.106018,Henry Ford Health System,HFM REDDING,6/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:57,,UV
2.16.840.1.113883.3.3823.106021,hfm-HAYES,HFM HAYES,Allison ,Nanni,masked,,Allison Nanni,"3031 W Grand BlvdSuite 750Detroit, MI 48202",313-870-6255,masked,Helios - Revenue Cycle Mgmt,Henry Ford Health System,"One Ford PlaceSuite 2a, 2A30Detroit, MI 48202",313-870-6255,ananni1@hfhs.org,,Provider,2.16.840.1.113883.3.3823,Ext,,,17,Complete,2.16.840.1.113883.3.3823.106021,Henry Ford Health System,HFM HAYES,6/06/2014 12:00,15/11/2014 12:00,15/11/2014 5:59,,UV
2.16.840.1.113883.3.3823.106022,hfm-WARNORSTE,HFM WARREN NORTHSITE,Allison,Nanni,masked,,Allison Nanni,"3031 W Grand BlvdSuite 750Detroit, MI 48202",313-870-6255,masked,Helios - Revenue Cycle Mgmt,Henry Ford Health System,"One Ford PlaceSuite 2a, 2A30Detroit, MI 48202",313-870-6255,ananni1@hfhs.org,,Provider,2.16.840.1.113883.3.3823,Ext,,,17,Complete,2.16.840.1.113883.3.3823.106022,Henry Ford Health System,HFM WARREN NORTHSITE,6/06/2014 12:00,15/11/2014 12:00,15/11/2014 6:00,,UV
